title,author,tags,link,source
How to Work With Geofences on Android,Tin Megali,Android,https://code.tutsplus.com/tutorials/how-to-work-with-geofences-on-android--cms-26639,Envato Tuts+
Building Your Startup: Customizing the Meeting View,Jeff Reifman,PHP,https://code.tutsplus.com/tutorials/building-your-startup-customizing-the-meeting-view--cms-25138,Envato Tuts+
"Rapid, Interactive Prototyping With Xcode Playgrounds",Akiel Khan,iOS,https://code.tutsplus.com/tutorials/rapid-interactive-prototyping-with-xcode-playgrounds--cms-26637,Envato Tuts+
What's New in Android Studio 2? Find Out in Our New Course,Andrew Blackman,Mobile Development,https://code.tutsplus.com/articles/android-studio-2--cms-26748,Envato Tuts+
Getting Started With React,Tom Whitbread,JavaScript,https://code.tutsplus.com/articles/getting-started-with-react--cms-25031,Envato Tuts+
Which Platform to Choose For Your Next Mobile Game?,James Tyner,Mobile Development,http://code.tutsplus.com/articles/which-platform-to-choose-for-your-next-mobile-game--cms-25843,Envato Tuts+
Python Virtual Environments,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/python-virtual-environments--cms-26284,Envato Tuts+
Tips for Dealing With Stress in the Digital Industry,Sven Lenaerts,Productivity,https://webdesign.tutsplus.com/articles/tips-for-dealing-with-stress-in-the-digital-industry--cms-26753,Envato Tuts+
Developing an ASP.NET Web API,Sovit Poudel,ASP.NET,https://code.tutsplus.com/tutorials/developing-an-aspnet-web-api--cms-25904,Envato Tuts+
Using PHP CodeSniffer With WordPress: Installing and Using the WordPress Rules,Tom McFarlin,PHP,https://code.tutsplus.com/tutorials/using-php-codesniffer-with-wordpress-installing-and-using-the-wordpress-rules--cms-26443,Envato Tuts+
Templating With Jinja2 in Flask: Advanced,Shalabh Aggarwal,Python,https://code.tutsplus.com/tutorials/templating-with-jinja2-in-flask-advanced--cms-25794,Envato Tuts+
Create a Custom API in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/create-a-custom-api-in-opencart--cms-26018,Envato Tuts+
What's New in Android N and Wear 2.0,Paul Trebilcox-Ruiz,Android SDK,http://code.tutsplus.com/articles/whats-new-in-android-n-and-wear-20--cms-26042,Envato Tuts+
"Building a Collaborative Web App With PubNub, React.js, and ES6",Tomomi Imura,JavaScript,http://code.tutsplus.com/tutorials/building-a-collaborative-web-app-with-pubnub-reactjs-and-es6--cms-26565,Envato Tuts+
Create a 'Conversation' Banner With Revolving Text in WordPress: Part 2,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/create-a-conversation-banner-with-revolving-text-in-wordpress-part-2--cms-25939,Envato Tuts+
WWDC 2016 Aftermath,Davis Allie,iOS,https://code.tutsplus.com/articles/wwdc-2016-aftermath--cms-26707,Envato Tuts+
How to Automate and Optimize Your WordPress Development and Testing on Pantheon,Jarkko Laine,WordPress,https://code.tutsplus.com/tutorials/how-to-automate-and-optimize-your-wordpress-development-and-testing-on-pantheon--cms-26551,Envato Tuts+
Rails Image Upload: Using Paperclip in a Rails Application,Kingsley Silas Chijioke,Ruby on Rails,https://code.tutsplus.com/tutorials/rails-image-upload-using-paperclip-in-a-rails-application--cms-25974,Envato Tuts+
Get Started Creating an Apple TV App With Swift,Derek Jensen,Swift,https://code.tutsplus.com/articles/get-started-creating-an-apple-tv-app-with-swift--cms-26699,Envato Tuts+
Swift and Regular Expressions: Swift,Akiel Khan,Swift,https://code.tutsplus.com/tutorials/swift-and-regular-expressions-swift--cms-26626,Envato Tuts+
Android From Scratch: Understanding Adapters and Adapter Views,Ashraff Hathibelagal,Android,https://code.tutsplus.com/tutorials/android-from-scratch-understanding-adapters-and-adapter-views--cms-26646,Envato Tuts+
Get Started With Mobile Game Development,Andrew Blackman,Game Development,https://gamedevelopment.tutsplus.com/articles/get-started-with-mobile-game-development--cms-26704,Envato Tuts+
Create a 'Conversation' Banner With Revolving Text in WordPress: Part 1,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/create-a-conversation-banner-with-revolving-text-in-wordpress-part-1--cms-25938,Envato Tuts+
Using PHP CodeSniffer With WordPress: Installing and Using PHP CodeSniffer,Tom McFarlin,PHP,https://code.tutsplus.com/tutorials/using-php-codesniffer-with-wordpress-installing-and-using-php-codesniffer--cms-26394,Envato Tuts+
"Queries in Rails, Part 3",Ed Wassermann,Ruby on Rails,https://code.tutsplus.com/articles/queries-in-rails-part-3--cms-26453,Envato Tuts+
Templating With Jinja2 in Flask: Essentials,Shalabh Aggarwal,Python,http://code.tutsplus.com/tutorials/templating-with-jinja2-in-flask-essentials--cms-25571,Envato Tuts+
Swift and Regular Expressions: Syntax,Akiel Khan,Swift,http://code.tutsplus.com/tutorials/swift-and-regular-expressions-syntax--cms-26387,Envato Tuts+
How to Create a Face Detection App With React Native,Wernher-Bel Ancheta,React Native,https://code.tutsplus.com/tutorials/how-to-create-a-face-detection-app-with-react-native--cms-26491,Envato Tuts+
Professional Error Handling With Python,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/professional-error-handling-with-python--cms-25950,Envato Tuts+
Quick Tip: How to Create a Universally Unique Identifier in Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/quick-tip-how-to-create-a-universally-unique-identifier-in-python--cms-25927,Envato Tuts+
File and Directory Operations Using Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/file-and-directory-operations-using-python--cms-25817,Envato Tuts+
New eBooks Available for Subscribers,Andrew Blackman,eBooks,https://code.tutsplus.com/articles/new-ebooks-available-for-subscribers--cms-26671,Envato Tuts+
What's New in Android Studio 2.2?,Jessica Thornsby,Android,http://code.tutsplus.com/articles/whats-new-in-android-studio-22--cms-26629,Envato Tuts+
Using PHP CodeSniffer With WordPress: Understanding Code Smells,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/using-php-codesniffer-with-wordpress-understanding-code-smells--cms-26352,Envato Tuts+
Integrate UberGallery With OpenCart: Part Two,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/integrate-ubergallery-with-opencart-part-two--cms-25828,Envato Tuts+
Data Validation With Core Data: Advanced Constraints,Bart Jacobs,iOS,https://code.tutsplus.com/tutorials/data-validation-with-core-data-advanced-constraints--cms-26623,Envato Tuts+
Using the Mailgun Store(): A Temporary Mailbox for Your App's Incoming Email,Jeff Reifman,Mailgun,https://code.tutsplus.com/tutorials/using-the-mailgun-store-a-temporary-mailbox-for-your-apps-incoming-email--cms-26479,Envato Tuts+
Taking Control of the tvOS Focus Engine,Davis Allie,tvOS,http://code.tutsplus.com/tutorials/taking-control-of-the-tvos-focus-engine--cms-26572,Envato Tuts+
"Queries in Rails, Part 2",Ed Wassermann,Ruby on Rails,https://code.tutsplus.com/articles/queries-in-rails-part-2--cms-26450,Envato Tuts+
Using Laravel Valet for WordPress Development,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/using-laravel-valet-for-wordpress-development--cms-26519,Envato Tuts+
Image Processing Using Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/image-processing-using-python--cms-25772,Envato Tuts+
Android From Scratch: Connecting Activities and Applications,Ashraff Hathibelagal,Android,https://code.tutsplus.com/tutorials/android-from-scratch-connecting-activities-and-applications--cms-26582,Envato Tuts+
Using Subversion to Check Out WordPress,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/using-subversion-to-check-out-wordpress--cms-26320,Envato Tuts+
Integrate UberGallery With OpenCart: Part One,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/integrate-ubergallery-with-opencart-part-one--cms-25801,Envato Tuts+
How to Integrate SmoothState.js Into a WordPress Theme,Thoriq Firdaus,WordPress,http://code.tutsplus.com/tutorials/how-to-integrate-smoothstatejs-into-a-wordpress-theme--cms-26610,Envato Tuts+
Data Validation With Core Data: Common Constraints,Bart Jacobs,iOS,https://code.tutsplus.com/tutorials/data-validation-with-core-data-common-constraints--cms-26621,Envato Tuts+
Build a Private Dropbox With Time Machine Backup Using BitTorrent Sync ,Jeff Reifman,Backups,https://code.tutsplus.com/tutorials/build-a-private-dropbox-with-time-machine-backup-using-bittorrent-sync--cms-23918,Envato Tuts+
New Course: Upgrade Your App to Angular 2,Andrew Blackman,JavaScript,https://code.tutsplus.com/articles/new-course-upgrade-your-app-to-angular-2--cms-26616,Envato Tuts+
"Power Up Your Mobile Game With Design, Sound, and Music",Bart Jacobs,iOS,http://code.tutsplus.com/articles/power-up-your-mobile-game-with-design-sound-and-music--cms-26603,Envato Tuts+
How to Create an AJAX Driven Theme for ProcessWire,Ben Byford,Processwire,https://webdesign.tutsplus.com/tutorials/how-to-create-an-ajax-driven-theme-for-processwire--cms-26579,Envato Tuts+
New Course: Learn CSS Typography,Andrew Blackman,CSS,https://webdesign.tutsplus.com/articles/new-course-learn-css-typography--cms-26605,Envato Tuts+
10 Remedial Design Pointers for Developers,Ian Yates,Design Theory,http://code.tutsplus.com/articles/10-remedial-design-pointers-for-developers--cms-26558,Envato Tuts+
"Queries in Rails, Part 1",Ed Wassermann,Ruby on Rails,https://code.tutsplus.com/articles/queries-in-rails-part-1--cms-26409,Envato Tuts+
Write Professional Unit Tests in Python,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/write-professional-unit-tests-in-python--cms-25835,Envato Tuts+
Android From Scratch: Activities and Fragments,Paul Trebilcox-Ruiz,Android,http://code.tutsplus.com/tutorials/android-from-scratch-activities-and-fragments--cms-26169,Envato Tuts+
File Handling in Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/file-handling-in-python--cms-25623,Envato Tuts+
Using Let's Encrypt SSL With Your WordPress Project,Jeff Reifman,Linux,https://code.tutsplus.com/tutorials/using-lets-encrypt-ssl-with-your-wordpress-project--cms-22303,Envato Tuts+
Google I/O 2016 Aftermath,Jessica Thornsby,Android,https://code.tutsplus.com/articles/google-io-2016-aftermath--cms-26568,Envato Tuts+
Database Handling in Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/database-handling-in-python--cms-25645,Envato Tuts+
How to Rewrite Custom URLs in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/how-to-rewrite-custom-urls-in-opencart--cms-25734,Envato Tuts+
SpriteKit From Scratch: Advanced Techniques and Optimizations,Davis Allie,iOS,https://code.tutsplus.com/tutorials/spritekit-from-scratch-advanced-techniques-and-optimizations--cms-26470,Envato Tuts+
Free Course: Create Content in WordPress With Posts and Pages,Andrew Blackman,WordPress,https://code.tutsplus.com/articles/free-course-create-content-in-wordpress-with-posts-and-pages--cms-26561,Envato Tuts+
Ruby Templating With Slim: Part 2,Ed Wassermann,Ruby,https://code.tutsplus.com/articles/ruby-templating-with-slim-part-2--cms-26094,Envato Tuts+
Privacy and URL Schemes in iOS 9,Bart Jacobs,iOS,https://code.tutsplus.com/tutorials/privacy-and-url-schemes-in-ios-9--cms-26550,Envato Tuts+
20 Useful WordPress WooCommerce Plugins Available on CodeCanyon,Eric Dye,WordPress,https://code.tutsplus.com/tutorials/20-useful-wordpress-woocommerce-plugins-available-on-codecanyon--cms-26338,Envato Tuts+
Drupal 8: Properly Injecting Dependencies Using DI,Danny Sipos,Drupal,https://code.tutsplus.com/tutorials/drupal-8-properly-injecting-dependencies-using-di--cms-26314,Envato Tuts+
How to Use Pantheon to Set Up and Maintain a Production-Safe WordPress Site,Jarkko Laine,WordPress,https://code.tutsplus.com/tutorials/how-to-use-pantheon-to-set-up-and-maintain-a-production-safe-wordpress-site--cms-26440,Envato Tuts+
What's the Difference Between Java and JavaScript?,Tom McFarlin,Java,https://code.tutsplus.com/tutorials/whats-the-difference-between-java-and-javascript--cms-26194,Envato Tuts+
How to Secure an iOS App,Bart Jacobs,iOS,https://code.tutsplus.com/articles/how-to-secure-an-ios-app--cms-26533,Envato Tuts+
Create a Find and Replace Plugin in jQuery,Monty Shokeen,jQuery,https://code.tutsplus.com/tutorials/create-a-find-and-replace-plugin-in-jquery--cms-25920,Envato Tuts+
How Dispatching Works in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/articles/how-dispatching-works-in-opencart--cms-21787,Envato Tuts+
SpriteKit From Scratch: Visual and Audio Effects,Davis Allie,iOS,https://code.tutsplus.com/tutorials/spritekit-from-scratch-visual-and-audio-effects--cms-26448,Envato Tuts+
Regular Expressions in Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/regular-expressions-in-python--cms-25880,Envato Tuts+
7 Handy SQL Scripts for SQL Developers,Sovit Poudel,SQL,https://code.tutsplus.com/tutorials/7-handy-sql-scripts-for-sql-developers--cms-25834,Envato Tuts+
Uncommon jQuery Selectors,Monty Shokeen,jQuery,http://code.tutsplus.com/tutorials/uncommon-jquery-selectors--cms-25812,Envato Tuts+
An Introduction to Slim Templates,Ed Wassermann,Ruby,https://code.tutsplus.com/articles/an-introduction-to-slim-templates--cms-26028,Envato Tuts+
New Coffee Break Course: Use the Microphone With Ionic,Andrew Blackman,Mobile Development,https://code.tutsplus.com/articles/new-coffee-break-course-use-the-microphone-with-ionic--cms-26504,Envato Tuts+
Getting Started With Ionic: Navigation,Jeremy Wilken,Ionic,https://code.tutsplus.com/tutorials/getting-started-with-ionic-navigation--cms-26486,Envato Tuts+
Introduction to Webpack: Part 2,Stuart Memo,JavaScript,https://code.tutsplus.com/tutorials/introduction-to-webpack-part-2--cms-25911,Envato Tuts+
Telerik: You Know Angular. Now You Know Mobile.,Ashraff Hathibelagal,Telerik,http://code.tutsplus.com/articles/telerik-you-know-angular-now-you-know-mobile--cms-26485,Envato Tuts+
What Is jQuery?,Tom McFarlin,jQuery,http://code.tutsplus.com/tutorials/what-is-jquery--cms-26232,Envato Tuts+
Building a CMS: rubyPress,Richard Guay,CMS,https://code.tutsplus.com/tutorials/building-a-cms-rubypress--cms-25818,Envato Tuts+
How to Build a Pebble Application,Shaun Dunne,Pebble,https://code.tutsplus.com/tutorials/how-to-build-a-pebble-application--cms-26174,Envato Tuts+
Build a Custom Report in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/build-a-custom-report-in-opencart--cms-24494,Envato Tuts+
Optimizing Google PageSpeed to 100 in WordPress,Jeff Reifman,WordPress,https://code.tutsplus.com/tutorials/optimizing-google-pagespeed-to-100-in-wordpress--cms-25804,Envato Tuts+
SpriteKit From Scratch: Physics and Collisions,Davis Allie,iOS,https://code.tutsplus.com/tutorials/spritekit-from-scratch-physics-and-collisions--cms-26413,Envato Tuts+
Automate All the Things With Ansible: Part Two,Gigi Sayfan,DevOps,https://code.tutsplus.com/tutorials/automate-all-the-things-with-ansible-part-two--cms-25940,Envato Tuts+
Automate All the Things With Ansible: Part One,Gigi Sayfan,DevOps,https://code.tutsplus.com/tutorials/automate-all-the-things-with-ansible-part-one--cms-25931,Envato Tuts+
Free Course on Creating a New JavaScript Framework,Andrew Blackman,JavaScript,https://code.tutsplus.com/articles/free-course-on-creating-a-new-javascript-framework--cms-26458,Envato Tuts+
Introduction to Webpack: Part 1,Stuart Memo,JavaScript,https://code.tutsplus.com/tutorials/introduction-to-webpack-part-1--cms-25791,Envato Tuts+
What Is JavaScript?,Tom McFarlin,JavaScript,https://code.tutsplus.com/tutorials/what-is-javascript--cms-26177,Envato Tuts+
Android From Scratch: Understanding Views And View Groups,Paul Trebilcox-Ruiz,Android,http://code.tutsplus.com/tutorials/android-from-scratch-understanding-views-and-view-groups--cms-26043,Envato Tuts+
How to Use Ajax With OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/how-to-use-ajax-with-opencart--cms-25928,Envato Tuts+
Deploy Your PHP Application With Rocketeer,Niklas Modess,PHP,https://code.tutsplus.com/articles/deploy-your-php-application-with-rocketeer--cms-25838,Envato Tuts+
Exploring Mailgun: The Email Engine for Developers,Jeff Reifman,Email,https://code.tutsplus.com/tutorials/exploring-mailgun-the-email-engine-for-developers--cms-26366,Envato Tuts+
Introduction to Vagrant,Gigi Sayfan,DevOps,https://code.tutsplus.com/tutorials/introduction-to-vagrant--cms-25917,Envato Tuts+
AntiPatterns Basics: Rails Controllers,Ed Wassermann,Ruby on Rails,https://code.tutsplus.com/articles/antipatterns-basics-rails-controllers--cms-25900,Envato Tuts+
How to Automate Screenshots With fastlane,Markus Mühlberger,iOS,https://code.tutsplus.com/tutorials/how-to-automate-screenshots-with-fastlane--cms-26151,Envato Tuts+
Backbone Views and the DOM: Part 2,Rashan Jibowu,BackboneJS,https://code.tutsplus.com/articles/backbone-views-and-the-dom-part-2--cms-25644,Envato Tuts+
Understand User Permissions in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/understand-user-permissions-in-opencart--cms-25172,Envato Tuts+
AntiPatterns Basics: Rails Tests,Ed Wassermann,Ruby,https://code.tutsplus.com/articles/antipatterns-basics-rails-tests--cms-26011,Envato Tuts+
SpriteKit From Scratch: Constraints and Actions,Davis Allie,iOS,https://code.tutsplus.com/tutorials/spritekit-from-scratch-constraints-and-actions--cms-26340,Envato Tuts+
How to Authenticate Users With Twitter OAuth 2.0,Anton Bagaiev,PHP,https://code.tutsplus.com/tutorials/how-to-authenticate-users-with-twitter-oauth-20--cms-25713,Envato Tuts+
Hands On Improving Google PageSpeed,Jeff Reifman,Google,https://code.tutsplus.com/tutorials/hands-on-improving-google-pagespeed--cms-23219,Envato Tuts+
"Kick-Start WordPress Development With Twig: Timber Image, Menu, and User",Ahmad Awais,WordPress,https://code.tutsplus.com/articles/kick-start-wordpress-development-with-twig-timber-image-menu-and-user--cms-25750,Envato Tuts+
20 of the Most Popular HTML5 Game Templates,Eric Dye,HTML5,http://code.tutsplus.com/tutorials/20-of-the-most-popular-html5-game-templates--cms-26070,Envato Tuts+
How to Enable Deep Links On Android,Matthew Kim,Android,https://code.tutsplus.com/tutorials/how-to-enable-deep-links-on-android--cms-26317,Envato Tuts+
New Coffee Break Course: Create Web Components With X-Tag,Andrew Blackman,JavaScript,https://code.tutsplus.com/articles/new-coffee-break-course-create-web-components-with-x-tag--cms-26417,Envato Tuts+
How to Work With Excel Documents Using Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/how-to-work-with-excel-documents-using-python--cms-25698,Envato Tuts+
Kick-Start WordPress Development With Twig: Blocks & Nesting,Ahmad Awais,WordPress,https://code.tutsplus.com/articles/kick-start-wordpress-development-with-twig-blocks-nesting--cms-25708,Envato Tuts+
Create a WYSIWYG Editor With the contentEditable Attribute,Monty Shokeen,HTML5,https://code.tutsplus.com/tutorials/create-a-wysiwyg-editor-with-the-contenteditable-attribute--cms-25657,Envato Tuts+
How to Secure an Android App,Ashraff Hathibelagal,Android,https://code.tutsplus.com/articles/how-to-secure-an-android-app--cms-26385,Envato Tuts+
Telerik: Master the Perfect Split,Ashraff Hathibelagal,Telerik,https://code.tutsplus.com/articles/telerik-master-the-perfect-split--cms-26410,Envato Tuts+
AntiPatterns Basics: Rails Models,Ed Wassermann,Ruby,https://code.tutsplus.com/articles/antipatterns-basics-rails-models--cms-25636,Envato Tuts+
Backbone Views and the DOM,Rashan Jibowu,BackboneJS,https://code.tutsplus.com/articles/backbone-views-and-the-dom--cms-25643,Envato Tuts+
SpriteKit From Scratch: Fundamentals,Davis Allie,iOS,https://code.tutsplus.com/tutorials/spritekit-from-scratch-fundamentals--cms-26326,Envato Tuts+
What Is PrestaShop?,Jeff Reifman,eCommerce,https://code.tutsplus.com/tutorials/what-is-prestashop--cms-22078,Envato Tuts+
Parsing a CSV File With JavaScript,George Martsoukos,JavaScript,https://code.tutsplus.com/tutorials/parsing-a-csv-file-with-javascript--cms-25626,Envato Tuts+
Debugging in Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/debugging-in-python--cms-25822,Envato Tuts+
How to Create a Slack Interface for Your PHP Application,Jarkko Laine,PHP,https://code.tutsplus.com/tutorials/how-to-create-a-slack-interface-for-your-php-application--cms-25269,Envato Tuts+
Google Fit for Android: Sessions API,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/tutorials/google-fit-for-android-sessions-api--cms-25857,Envato Tuts+
The Future of JavaScript: 2016 and Beyond,Jeff Reifman,JavaScript,https://code.tutsplus.com/tutorials/the-future-of-javascript-2016-and-beyond--cms-26305,Envato Tuts+
Learn About Cloud9 in Our New Coffee Break Course,Andrew Blackman,Cloud Services,https://code.tutsplus.com/articles/learn-about-cloud9-in-our-new-coffee-break-course--cms-26384,Envato Tuts+
How to Code Multiple Loops While Only Querying the Database Once,Rachel McCollin,WordPress,https://code.tutsplus.com/tutorials/how-to-code-multiple-loops-while-only-querying-the-database-once--cms-25703,Envato Tuts+
"2,000 Translations Later: Your Favorites From Tuts+ Code",Ian Yates,Translation,https://code.tutsplus.com/articles/2000-translations-later-your-favorites-from-tuts-code--cms-26378,Envato Tuts+
Kick-Start WordPress Development With Twig: Getting Started,Ahmad Awais,WordPress,https://code.tutsplus.com/articles/kick-start-wordpress-development-with-twig-getting-started--cms-25690,Envato Tuts+
Introduction to p5.js,Stuart Memo,JavaScript,http://code.tutsplus.com/tutorials/introduction-to-p5js--cms-25665,Envato Tuts+
Android From Scratch: Common UI Design Patterns,Paul Trebilcox-Ruiz,Android,https://code.tutsplus.com/tutorials/android-from-scratch-common-ui-design-patterns--cms-26044,Envato Tuts+
Grow Your Subscribers With the Mailgun WordPress Plugin,Jeff Reifman,WordPress,https://code.tutsplus.com/tutorials/grow-your-subscribers-with-the-mailgun-wordpress-plugin--cms-26316,Envato Tuts+
Introduction to Google DFP: Using Queries and Reports,Jeff Reifman,Google,https://code.tutsplus.com/tutorials/introduction-to-google-dfp-using-queries-and-reports--cms-25113,Envato Tuts+
Python 3 Function Annotations,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/python-3-function-annotations--cms-25689,Envato Tuts+
Testing and Dependency Injection With Model View Presenter on Android,Tin Megali,Android,https://code.tutsplus.com/tutorials/testing-and-dependency-injection-with-model-view-presenter-on-android--cms-26164,Envato Tuts+
Set Up a Multilingual Site in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/set-up-a-multilingual-site-in-opencart--cms-25561,Envato Tuts+
Rails Image Upload: Using CarrierWave and Devise,Kingsley Silas Chijioke,Ruby,https://code.tutsplus.com/tutorials/rails-image-upload-using-carrierwave-and-devise--cms-25681,Envato Tuts+
WP REST API: Internals and Customization,Bilal Shahid,WordPress,https://code.tutsplus.com/tutorials/wp-rest-api-internals-and-customization--cms-24945,Envato Tuts+
20 Useful WordPress Gallery Plugins,Eric Dye,WordPress,https://code.tutsplus.com/tutorials/20-useful-wordpress-gallery-plugins--cms-25961,Envato Tuts+
Getting Started With Ionic: Services,Jeremy Wilken,Ionic,https://code.tutsplus.com/tutorials/getting-started-with-ionic-services--cms-26278,Envato Tuts+
New Coffee Break Course on JavaScript Promises,Andrew Blackman,JavaScript,https://code.tutsplus.com/articles/new-coffee-break-course-on-javascript-promises--cms-26344,Envato Tuts+
What Are Laravel Exceptions?,Alireza Rahmani Khalili,Laravel 5,https://code.tutsplus.com/tutorials/what-are-laravel-exceptions--cms-25816,Envato Tuts+
Understand Caching in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/understand-caching-in-opencart--cms-25685,Envato Tuts+
Kick-Start WordPress Development With Twig: Introduction,Ahmad Awais,WordPress,https://code.tutsplus.com/articles/kick-start-wordpress-development-with-twig-introduction--cms-24781,Envato Tuts+
Android From Scratch: How to Run Your Application on a Physical Device,Ashraff Hathibelagal,Android,https://code.tutsplus.com/tutorials/android-from-scratch-how-to-run-your-application-on-a-physical-device--cms-26219,Envato Tuts+
Introduction to Google DFP: Using House Ads,Jeff Reifman,Advertising,https://code.tutsplus.com/tutorials/introduction-to-google-dfp-using-house-ads--cms-25457,Envato Tuts+
Write Your Own Python Decorators,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/write-your-own-python-decorators--cms-25630,Envato Tuts+
How to Adopt Model View Presenter on Android,Tin Megali,Android,https://code.tutsplus.com/tutorials/how-to-adopt-model-view-presenter-on-android--cms-26206,Envato Tuts+
PayPal Integration Part 3: PayPal Webhooks,Pedro Alonso,PayPal,https://code.tutsplus.com/articles/paypal-integration-part-3-paypal-webhooks--cms-22919,Envato Tuts+
The New Modification System in OpenCart 2,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/the-new-modification-system-in-opencart-2--cms-25547,Envato Tuts+
Get Your Head in the Game With Intel RealSense,Lee Bamber,Intel RealSense,https://gamedevelopment.tutsplus.com/tutorials/get-your-head-in-the-game-with-intel-realsense--cms-24833,Envato Tuts+
How to Work With JSON Data Using Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/how-to-work-with-json-data-using-python--cms-25758,Envato Tuts+
WordPress Actions and Filters: What's the Difference?,Rachel McCollin,WordPress,https://code.tutsplus.com/articles/wordpress-actions-and-filters-whats-the-difference--cms-25700,Envato Tuts+
Getting Started With Ionic: JavaScript Components,Jeremy Wilken,Ionic,https://code.tutsplus.com/tutorials/getting-started-with-ionic-javascript-components--cms-26168,Envato Tuts+
PayPal Integration Part 2: PayPal REST API,Pedro Alonso,PayPal,https://code.tutsplus.com/articles/paypal-integration-part-2-paypal-rest-api--cms-22917,Envato Tuts+
Free Coffee Break Course: CloudBerry Backup for Mac OS,Andrew Blackman,Cloud Services,https://code.tutsplus.com/articles/free-coffee-break-course-cloudberry-backup-for-mac-os--cms-26296,Envato Tuts+
How to Work With PDF Documents Using Python,Abder-Rahman Ali,Python,https://code.tutsplus.com/tutorials/how-to-work-with-pdf-documents-using-python--cms-25726,Envato Tuts+
How to Work With WordPress Term Meta: Term Metadata API,Tom McFarlin,WordPress,https://code.tutsplus.com/tutorials/how-to-work-with-wordpress-term-meta-term-metadata-api--cms-26019,Envato Tuts+
Android From Scratch: Exploring Android Sample Apps,Paul Trebilcox-Ruiz,Android,http://code.tutsplus.com/tutorials/android-from-scratch-exploring-android-sample-apps--cms-26030,Envato Tuts+
Visualizing Real-Time Arduino Sensor Data With Johnny-Five and PubNub EON.js,Tomomi Imura,Internet of Things,http://code.tutsplus.com/tutorials/visualizing-real-time-arduino-sensor-data-with-johnny-five-and-pubnub-eonjs--cms-26193,Envato Tuts+
PayPal Integration Part 1: PayPal Payment Buttons,Pedro Alonso,PayPal,https://code.tutsplus.com/tutorials/paypal-integration-part-1-paypal-payment-buttons--cms-22916,Envato Tuts+
Deep Dive Into Python Decorators,Gigi Sayfan,Python,https://code.tutsplus.com/tutorials/deep-dive-into-python-decorators--cms-25629,Envato Tuts+
Set Up Google reCAPTCHA in OpenCart,Sajal Soni,OpenCart,https://code.tutsplus.com/tutorials/set-up-google-recaptcha-in-opencart--cms-25518,Envato Tuts+
How to Dissect an Android Application,Ashraff Hathibelagal,Android SDK,http://code.tutsplus.com/tutorials/how-to-dissect-an-android-application--cms-26178,Envato Tuts+
"WP REST API: Creating, Updating, and Deleting Data",Bilal Shahid,WordPress,https://code.tutsplus.com/tutorials/wp-rest-api-creating-updating-and-deleting-data--cms-24883,Envato Tuts+
New Course: JavaScript for Windows 10 Universal Apps,Andrew Blackman,Desktop Applications,https://code.tutsplus.com/articles/new-course-javascript-for-windows-10-universal-apps--cms-26072,Envato Tuts+
AntiPatterns Basics: Rails Views,Ed Wassermann,OOP,https://code.tutsplus.com/articles/antipatterns-basics-rails-views--cms-25670,Envato Tuts+
What Is Joomla?,Sajal Soni,Joomla,https://code.tutsplus.com/tutorials/what-is-joomla--cms-25875,Envato Tuts+
Create an Alexa Skill and Get Three Months Free on Envato Tuts+,Andrew Blackman,Amazon Alexa,https://code.tutsplus.com/articles/create-an-alexa-skill-and-get-three-months-free-on-envato-tuts--cms-25319,Envato Tuts+
